refcode,total_charge,multiplicity,splitting,low_spin,high_spin
train_0058_ls,3,2,18.3545282407075,2,6
train_0059_ls,3,2,18.7250622312702,2,6
train_0060_ls,3,6,-1.11608176153074,2,6
train_0061_ls,2,6,-38.423457733431,2,6
train_0062_ls,3,5,-36.8148464214938,1,5
train_0063_ls,2,2,13.7018207177028,2,4
train_0064_ls,2,2,23.4976417596218,2,4
train_0065_ls,2,4,-8.72664492367863,2,4
train_0066_ls,2,2,3.78251754545203,2,4
train_0067_ls,2,4,-4.32918340505239,2,4
train_0068_ls,2,4,-5.85813125970066,2,4
train_0069_ls,2,4,-11.9627150455795,2,4
train_0070_ls,2,4,-18.3264346417472,2,4
train_0071_ls,2,4,-4.89544569516337,2,4
train_0072_ls,2,4,-16.7912342826921,2,4
train_0073_ls,2,4,-8.27852779540694,2,4
train_0074_ls,2,4,-15.6471475890084,2,4
train_0075_ls,2,2,5.66390766480179,2,4
train_0076_ls,2,2,10.0376485097068,2,4
train_0077_ls,2,2,3.13891653219889,2,4
train_0078_ls,2,2,4.70532613811202,2,4
train_0079_ls,2,4,-6.38958001504347,2,4
train_0080_ls,2,4,-10.9964341026593,2,4
train_0081_ls,2,4,-7.35159960324282,2,4
train_0082_ls,3,1,73.4152631920794,1,5
train_0083_ls,3,1,78.8776480721412,1,5
train_0084_ls,3,1,24.3094374001805,1,5
train_0085_ls,3,1,24.0872252514806,1,5
train_0086_ls,3,1,35.132821709442,1,5
train_0087_ls,3,1,41.3024501153077,1,5
train_0088_ls,3,1,29.7404015630731,1,5
train_0089_ls,3,1,30.0878716938265,1,5
train_0090_ls,3,1,19.9209739909553,1,5
train_0091_ls,3,1,35.9879783171517,1,5
train_0092_ls,3,1,21.2853182040897,1,5
train_0093_ls,3,1,4.73385541680118,1,5
train_0094_ls,3,1,2.37554586076706,1,5
train_0095_ls,3,1,46.7059932436445,1,5
train_0096_ls,3,1,43.3802590457905,1,5
train_0097_ls,3,1,8.49817819958424,1,5
train_0098_ls,2,1,4.10637185902162,1,5
train_0099_ls,2,5,-36.2664665824794,1,5
train_0100_ls,2,5,-33.777549400713,1,5
train_0101_ls,2,5,-37.8156834952495,1,5
train_0102_ls,2,5,-24.1584238567874,1,5
train_0103_ls,2,5,-53.4838274887948,1,5
train_0104_ls,2,5,-57.0384186585104,1,5
train_0105_ls,2,5,-48.8621499324621,1,5
train_0106_ls,2,5,-48.2421282152424,1,5
train_0107_ls,2,5,-45.6707719763289,1,5
train_0108_ls,2,5,-39.8129640096429,1,5
train_0109_ls,2,5,-34.0400118271941,1,5
train_0110_ls,2,5,-40.5361597046327,1,5
train_0111_ls,2,5,-48.1088719352024,1,5
train_0112_ls,3,4,-23.950353826219,2,4
train_0113_ls,3,4,-19.5939015576896,2,4
train_0114_ls,3,4,-24.3749097306958,2,4
train_0115_ls,3,4,-25.7385732843111,2,4
train_0116_ls,3,4,-23.5599581569281,2,4
train_0117_ls,3,4,-23.6891109018506,2,4
train_0118_ls,3,4,-19.5398419930345,2,4
train_0119_ls,3,4,-25.6241279809333,2,4
train_0120_ls,3,4,-23.1136127389736,2,4
train_0121_ls,2,1,43.4280418844007,1,5
train_0122_ls,2,1,63.9787327392057,1,5
train_0123_ls,2,1,62.9037714228299,1,5
train_0124_ls,2,5,-18.8870069896665,1,5
train_0125_ls,2,5,-8.93695735939377,1,5
train_0126_ls,2,1,6.74285052913001,1,5
train_0127_ls,2,5,-9.64121864657203,1,5
train_0128_ls,2,5,-3.65088770696742,1,5
train_0129_ls,2,5,-17.502958288977,1,5
train_0130_ls,2,1,7.46402664797022,1,5
train_0131_ls,2,5,-20.6356522492109,1,5
train_0132_ls,2,5,-34.5244985259853,1,5
train_0133_ls,2,5,-21.7554440975849,1,5
train_0134_ls,2,5,-17.0397163627145,1,5
train_0135_ls,2,5,-25.2701418545777,1,5
train_0136_ls,2,5,-28.181328735748,1,5
train_0137_ls,2,1,4.7031355025915,1,5
train_0138_ls,2,1,14.2893579006926,1,5
train_0139_ls,2,5,-8.5206643742601,1,5
train_0140_ls,2,5,-2.05723201644398,1,5
train_0141_ls,2,5,-41.1426383243076,1,5
train_0142_ls,2,5,-17.5067867241682,1,5
train_0143_ls,2,5,-22.056615826521,1,5
train_0144_ls,2,5,-17.547630249239,1,5
train_0145_ls,2,5,-6.10299681436612,1,5
train_0146_ls,3,2,36.5138326996414,2,6
train_0147_ls,3,2,55.3489076329313,2,6
train_0148_ls,3,6,-1.20218390508775,2,6
train_0149_ls,3,2,6.67479976227408,2,6
train_0150_ls,3,2,11.5894538362267,2,6
train_0151_ls,3,2,1.5579658381262,2,6
train_0152_ls,3,6,-2.80697330783479,2,6
train_0153_ls,3,6,-12.475546096347,2,6
train_0154_ls,3,2,5.12766436109679,2,6
train_0155_ls,3,6,-23.3506935992308,2,6
train_0156_ls,3,6,-18.9933962009479,2,6
train_0157_ls,3,2,18.4995232782556,2,6
train_0158_ls,3,2,18.549962113299,2,6
train_0159_ls,3,2,14.1779449741734,2,6
train_0160_ls,3,2,9.44366943979926,2,6
train_0161_ls,2,2,9.24838974656688,2,6
train_0162_ls,2,2,31.8204801328679,2,6
train_0163_ls,2,6,-36.7590486555726,2,6
train_0164_ls,2,6,-39.7783808332639,2,6
train_0165_ls,2,6,-23.7743170247173,2,6
train_0166_ls,2,6,-22.7182574855774,2,6
train_0167_ls,2,6,-31.1449201877115,2,6
train_0168_ls,2,6,-15.3283201909696,2,6
train_0169_ls,2,6,-37.5660675683218,2,6
train_0170_ls,2,6,-49.3813548479408,2,6
train_0171_ls,2,6,-37.4608133335365,2,6
train_0172_ls,2,6,-44.7240494374328,2,6
train_0173_ls,2,6,-24.801656459101,2,6
train_0174_ls,2,6,-19.7787935216481,2,6
train_0175_ls,2,6,-6.48922444030594,2,6
train_0176_ls,2,6,-24.9801642042661,2,6
train_0177_ls,2,6,-18.6911782885228,2,6
train_0178_ls,2,6,-24.5077249973041,2,6
train_0179_ls,2,6,-8.06503294552067,2,6
train_0180_ls,2,6,-22.2453748175946,2,6
train_0181_ls,2,6,-37.9117253885539,2,6
train_0182_ls,2,6,-44.1278331706664,2,6
train_0183_ls,2,6,-36.3829730032512,2,6
train_0184_ls,2,6,-36.6950988513294,2,6
train_0185_ls,2,6,-48.2212627722456,2,6
train_0186_ls,2,6,-41.3496928560332,2,6
train_0187_ls,3,5,-21.8281652919427,1,5
train_0188_ls,3,5,-11.5142750638162,1,5
train_0189_ls,3,5,-45.1651466796878,1,5
train_0190_ls,3,5,-45.6555777131461,1,5
train_0191_ls,3,5,-46.9313195339784,1,5
train_0192_ls,3,5,-42.518689605058,1,5
train_0193_ls,3,5,-37.9552120465352,1,5
train_0194_ls,3,5,-42.895998878092,1,5
train_0195_ls,3,5,-34.0096774542664,1,5
train_0196_ls,3,5,-46.8921380932805,1,5
train_0197_ls,3,5,-42.4636742179645,1,5
train_0198_ls,3,5,-42.1962294920748,1,5
train_0199_ls,3,5,-44.2774149885751,1,5
train_0200_ls,3,5,-40.6401661375408,1,5
train_0201_ls,2,5,-32.1802922454001,1,5
train_0202_ls,2,5,-15.3130836964036,1,5
train_0203_ls,2,5,-32.3219345623952,1,5
train_0204_ls,0,4,-24.1554727424737,2,4
train_0205_ls,3,4,-26.1159435512487,2,4
train_0206_ls,3,4,-25.0417816189134,2,4
train_0207_ls,-1,6,-34.7414043292728,2,6
train_0208_ls,2,6,-21.9596742095033,2,6
train_0209_ls,2,2,8.96350546544946,2,6
train_0210_ls,2,6,-22.2665162392786,2,6
train_0211_ls,2,2,14.7067415601654,2,6
train_0212_ls,0,5,-34.4099139155507,1,5
train_0213_ls,3,5,-32.8322865113203,1,5
train_0214_ls,3,5,-34.6734719734008,1,5
train_0215_ls,1,5,-8.95633146335185,1,5
train_0216_ls,2,5,-37.0606701202725,1,5
train_0217_ls,3,2,1.03815983114452,2,6
train_0218_ls,1,2,20.1214121885475,2,6
train_0219_ls,2,6,-20.4997186996352,2,6
train_0220_ls,1,5,-32.4539505073138,1,5
train_0221_ls,3,5,-22.1055542861567,1,5
train_0222_ls,-1,5,-40.5526345268247,1,5
train_0223_ls,2,2,7.85602064660367,2,4
train_0224_ls,2,2,0.938487042126002,2,4
train_0225_ls,2,2,11.5917285581263,2,4
train_0226_ls,2,2,3.90741929023516,2,4
train_0227_ls,2,2,3.53209878293283,2,4
train_0228_ls,2,2,1.03393424522686,2,4
train_0229_ls,2,2,0.306025075227269,2,4
train_0230_ls,2,4,-4.97252613518407,2,4
train_0231_ls,2,4,-20.2114579154932,2,4
train_0232_ls,2,4,-6.4146306947978,2,4
train_0233_ls,2,4,-9.73901016225064,2,4
train_0234_ls,2,4,-14.6287101298206,2,4
train_0235_ls,2,4,-8.90730797594021,2,4
train_0236_ls,2,4,-10.9262884583859,2,4
train_0237_ls,2,4,-18.7022397117917,2,4
train_0238_ls,2,4,-13.6660769622696,2,4
train_0239_ls,2,4,-18.4512130809386,2,4
train_0240_ls,2,2,18.7657951890711,2,4
train_0241_ls,2,2,11.0464424035542,2,4
train_0242_ls,2,2,11.1143112553685,2,4
train_0243_ls,2,2,10.5230784808795,2,4
train_0244_ls,2,2,13.9472217261184,2,4
train_0245_ls,2,2,8.26802171814194,2,4
train_0246_ls,2,2,15.4176616014822,2,4
train_0247_ls,2,2,13.8645711983035,2,4
train_0248_ls,2,2,8.54520583039651,2,4
train_0249_ls,2,2,11.1518678229828,2,4
train_0250_ls,2,4,-3.23135263118681,2,4
train_0251_ls,2,4,-0.716882698838505,2,4
train_0252_ls,2,4,-7.7068099379824,2,4
train_0253_ls,2,4,-7.12555117528097,2,4
train_0254_ls,2,4,-1.83098335015789,2,4
train_0255_ls,2,4,-11.8628342998662,2,4
train_0256_ls,2,4,-18.0594219560557,2,4
train_0257_ls,2,4,-8.83122910392827,2,4
train_0258_ls,2,4,-19.4026517930496,2,4
train_0259_ls,2,4,-13.3872611371077,2,4
train_0260_ls,2,4,-11.801766207381,2,4
train_0261_ls,2,4,-11.5099451855857,2,4
train_0262_ls,2,4,-15.3076086134379,2,4
train_0263_ls,2,4,-11.2585737382137,2,4
train_0264_ls,2,4,-11.6716884507948,2,4
train_0265_ls,2,4,-15.8038501334815,2,4
train_0266_ls,2,4,-19.7341365591749,2,4
train_0267_ls,2,4,-12.0525883957265,2,4
train_0268_ls,2,4,-13.7104596405844,2,4
train_0269_ls,3,1,55.3189641358443,1,5
train_0270_ls,3,1,39.8975027761791,1,5
train_0271_ls,3,1,27.0183294085156,1,5
train_0272_ls,3,1,67.4542777330081,1,5
train_0273_ls,3,1,73.6972754250967,1,5
train_0274_ls,3,1,64.6869480891985,1,5
train_0275_ls,3,1,38.6798897309426,1,5
train_0276_ls,3,1,22.4981782415663,1,5
train_0277_ls,3,1,29.7158250918361,1,5
train_0278_ls,3,1,41.7578285322064,1,5
train_0279_ls,3,1,20.6119418036575,1,5
train_0280_ls,3,1,22.8057392717406,1,5
train_0281_ls,3,1,19.9932938302605,1,5
train_0282_ls,3,1,28.9484946470714,1,5
train_0283_ls,3,1,24.1145494610503,1,5
train_0284_ls,3,1,14.6237527421178,1,5
train_0285_ls,3,1,14.3879235749545,1,5
train_0286_ls,3,1,26.5505480786421,1,5
train_0287_ls,3,1,5.48430924522622,1,5
train_0288_ls,3,1,13.1446610171428,1,5
train_0289_ls,2,5,-20.6272829670666,1,5
train_0290_ls,2,5,-19.6242602778844,1,5
train_0291_ls,2,5,-19.5338997921338,1,5
train_0292_ls,2,5,-20.0188370427422,1,5
train_0293_ls,2,5,-20.5744806803948,1,5
train_0294_ls,2,5,-18.4087948209458,1,5
train_0295_ls,2,5,-20.1040755451405,1,5
train_0296_ls,2,5,-22.245085912249,1,5
train_0297_ls,2,5,-22.1549185111762,1,5
train_0298_ls,2,5,-23.8489239478564,1,5
train_0299_ls,2,5,-41.2231732039045,1,5
train_0300_ls,2,5,-43.9893875751354,1,5
train_0301_ls,2,5,-53.9432089766508,1,5
train_0302_ls,2,5,-50.298255815135,1,5
train_0303_ls,2,5,-49.0653203691524,1,5
train_0304_ls,2,5,-48.4186728602981,1,5
train_0305_ls,2,5,-56.8775309397732,1,5
train_0306_ls,2,5,-52.5453410112502,1,5
train_0307_ls,2,5,-59.5519859811033,1,5
train_0308_ls,2,5,-45.4986342680079,1,5
train_0309_ls,2,5,-51.3974671727183,1,5
train_0310_ls,2,5,-35.8935772352605,1,5
train_0311_ls,2,5,-27.1771112055429,1,5
train_0312_ls,2,5,-27.8661138468626,1,5
train_0313_ls,2,5,-14.0844487609336,1,5
train_0314_ls,2,5,-21.7283260246949,1,5
train_0315_ls,2,5,-33.8219201564738,1,5
train_0316_ls,2,5,-28.1234930698239,1,5
train_0317_ls,2,5,-30.951839475873,1,5
train_0318_ls,2,5,-51.1495743867746,1,5
train_0319_ls,2,5,-55.0234107504269,1,5
train_0320_ls,2,5,-43.0957722921438,1,5
train_0321_ls,2,5,-50.9269873637703,1,5
train_0322_ls,2,5,-55.1964055114835,1,5
train_0323_ls,2,5,-36.2396758185225,1,5
train_0324_ls,2,5,-40.4709983053404,1,5
train_0325_ls,2,5,-33.8222114463445,1,5
train_0326_ls,2,5,-48.163666626994,1,5
train_0327_ls,2,5,-38.2986991236432,1,5
train_0328_ls,2,5,-40.3870714860492,1,5
train_0329_ls,2,5,-48.5263706796659,1,5
train_0330_ls,2,5,-45.9983683174638,1,5
train_0331_ls,2,5,-52.4793369920017,1,5
train_0332_ls,2,5,-49.7064850765991,1,5
train_0333_ls,2,5,-46.3637207111199,1,5
train_0334_ls,2,5,-53.2794964105569,1,5
train_0335_ls,3,4,-18.6650602146705,2,4
train_0336_ls,3,4,-12.1691858055511,2,4
train_0337_ls,3,4,-23.9760226032597,2,4
train_0338_ls,3,4,-22.7048459767903,2,4
train_0339_ls,3,4,-9.97194494204155,2,4
train_0340_ls,3,4,-22.5698071930419,2,4
train_0341_ls,3,4,-17.8670033922599,2,4
train_0342_ls,3,4,-16.7514408321131,2,4
train_0343_ls,3,4,-19.2505129996685,2,4
train_0344_ls,3,4,-24.158254554724,2,4
train_0345_ls,3,4,-25.8169150809409,2,4
train_0346_ls,3,4,-17.6060836351346,2,4
train_0347_ls,3,4,-13.2308614288141,2,4
train_0348_ls,3,4,-22.9688254699978,2,4
train_0349_ls,3,4,-23.3077428348082,2,4
train_0350_ls,3,4,-18.2139530664811,2,4
train_0351_ls,3,4,-23.4288497787235,2,4
train_0352_ls,3,4,-24.1381237370611,2,4
train_0353_ls,3,4,-23.588836142925,2,4
train_0354_ls,3,4,-23.3437249810378,2,4
train_0355_ls,3,4,-23.0037507648334,2,4
train_0356_ls,3,4,-24.6353223346202,2,4
train_0357_ls,3,4,-23.7841628993696,2,4
train_0358_ls,3,4,-23.9136993035648,2,4
train_0359_ls,3,4,-24.0981267224499,2,4
train_0360_ls,3,4,-23.5846588750825,2,4
train_0361_ls,3,4,-24.7351114639204,2,4
train_0362_ls,3,4,-24.6601141043923,2,4
train_0363_ls,3,4,-25.8951258539652,2,4
train_0364_ls,3,4,-26.4863008349863,2,4
train_0365_ls,3,4,-25.4700619803767,2,4
train_0366_ls,3,4,-26.128328391985,2,4
train_0367_ls,3,4,-24.4171627046862,2,4
train_0368_ls,3,4,-25.6613377867412,2,4
train_0369_ls,3,4,-25.3948048947417,2,4
train_0370_ls,3,4,-25.7825952701282,2,4
train_0371_ls,3,4,-25.5046775366441,2,4
train_0372_ls,3,4,-26.6337764172195,2,4
train_0373_ls,3,4,-20.8778842720589,2,4
train_0374_ls,3,4,-28.1577965027127,2,4
train_0375_ls,3,4,-23.6768623561432,2,4
train_0376_ls,3,4,-24.9546358014507,2,4
train_0377_ls,3,4,-22.8947817993556,2,4
train_0378_ls,3,4,-25.0415312426416,2,4
train_0379_ls,3,4,-25.0621554710079,2,4
train_0380_ls,2,1,15.4720356111194,1,5
train_0381_ls,2,1,34.984404737407,1,5
train_0382_ls,2,1,2.76153315055181,1,5
train_0383_ls,2,1,18.628647283177,1,5
train_0384_ls,2,1,35.3124954302855,1,5
train_0385_ls,2,1,10.4995838985852,1,5
train_0386_ls,2,1,25.0147737366204,1,5
train_0387_ls,2,1,16.1272824471124,1,5
train_0388_ls,2,1,16.518154772581,1,5
train_0389_ls,2,1,17.1414023275819,1,5
train_0390_ls,2,1,7.45235095563876,1,5
train_0391_ls,2,5,-0.976039656386756,1,5
train_0392_ls,2,5,-15.2994318512473,1,5
train_0393_ls,2,5,-23.0664412829557,1,5
train_0394_ls,2,5,-13.9618348529735,1,5
train_0395_ls,2,5,-31.1477355717204,1,5
train_0396_ls,2,5,-23.6017049816793,1,5
train_0397_ls,2,5,-29.1827618806273,1,5
train_0398_ls,2,5,-22.7988286354947,1,5
train_0399_ls,2,5,-28.806416085766,1,5
train_0400_ls,2,5,-30.6884388600971,1,5
train_0401_ls,2,5,-19.4138269210312,1,5
train_0402_ls,2,5,-30.6997758227441,1,5
train_0403_ls,2,1,41.2230387286053,1,5
train_0404_ls,2,1,26.3619901413754,1,5
train_0405_ls,2,1,7.92430629028291,1,5
train_0406_ls,2,1,25.4708322483141,1,5
train_0407_ls,2,1,42.0825930483442,1,5
train_0408_ls,2,1,31.7701625325712,1,5
train_0409_ls,2,1,13.0512935060477,1,5
train_0410_ls,2,1,33.7854381990262,1,5
train_0411_ls,2,1,19.8484543526349,1,5
train_0412_ls,2,1,7.14708529239281,1,5
train_0413_ls,2,1,24.9433576364473,1,5
train_0414_ls,2,1,6.64782055713181,1,5
train_0415_ls,2,1,8.91713471161326,1,5
train_0416_ls,2,5,-8.13287349664309,1,5
train_0417_ls,2,1,7.08997483940265,1,5
train_0418_ls,2,5,-22.8169194825237,1,5
train_0419_ls,2,5,-7.63639239350482,1,5
train_0420_ls,2,1,4.69703636120508,1,5
train_0421_ls,2,5,-3.8898773255598,1,5
train_0422_ls,2,5,-19.2442970791194,1,5
train_0423_ls,2,5,-17.2283239987625,1,5
train_0424_ls,2,5,-17.9272806971939,1,5
train_0425_ls,2,5,-2.33686987916945,1,5
train_0426_ls,2,5,-15.040672358391,1,5
train_0427_ls,2,5,-15.0206473387338,1,5
train_0428_ls,2,5,-21.4312843122667,1,5
train_0429_ls,2,5,-20.815266482129,1,5
train_0430_ls,2,5,-13.539173462389,1,5
train_0431_ls,2,5,-19.8869124001998,1,5
train_0432_ls,2,5,-10.7412878721595,1,5
train_0433_ls,2,5,-15.9569684692079,1,5
train_0434_ls,2,5,-20.6447995175203,1,5
train_0435_ls,2,5,-15.2926256325151,1,5
train_0436_ls,2,5,-21.6058492903818,1,5
train_0437_ls,2,5,-19.5723801162635,1,5
train_0438_ls,2,5,-26.7081676653646,1,5
train_0439_ls,2,5,-18.7013787059881,1,5
train_0440_ls,2,5,-20.8609608434797,1,5
train_0441_ls,3,2,22.6998602257595,2,6
train_0442_ls,3,2,28.8544403896939,2,6
train_0443_ls,3,2,15.9134101501315,2,6
train_0444_ls,3,2,11.8894616604007,2,6
train_0445_ls,3,2,17.6410293868052,2,6
train_0446_ls,3,2,2.55364302688749,2,6
train_0447_ls,3,6,-23.71398857766,2,6
train_0448_ls,3,6,-18.4805886817509,2,6
train_0449_ls,3,6,-21.9436437897292,2,6
train_0450_ls,3,6,-17.1406949361994,2,6
train_0451_ls,3,6,-22.1750616908448,2,6
train_0452_ls,3,6,-23.3419087177338,2,6
train_0453_ls,3,6,-22.8170974442119,2,6
train_0454_ls,3,2,37.4120070898758,2,6
train_0455_ls,3,2,35.2055616663914,2,6
train_0456_ls,3,2,37.2768009494228,2,6
train_0457_ls,3,2,26.5750749766556,2,6
train_0458_ls,3,2,33.069346161896,2,6
train_0459_ls,3,2,26.9937305977923,2,6
train_0460_ls,3,2,22.5096232614005,2,6
train_0461_ls,3,2,26.9516153623156,2,6
train_0462_ls,3,2,21.7359268586315,2,6
train_0463_ls,3,2,15.4631532145685,2,6
train_0464_ls,3,2,1.07888594912171,2,6
train_0465_ls,3,2,13.5049841106004,2,6
train_0466_ls,3,2,13.9640611310261,2,6
train_0467_ls,3,2,3.63838545913762,2,6
train_0468_ls,3,6,-5.33281019769409,2,6
train_0469_ls,3,2,7.60514279827144,2,6
train_0470_ls,3,2,7.11586293096807,2,6
train_0471_ls,3,6,-3.68138378886031,2,6
train_0472_ls,3,6,-13.7441993817386,2,6
train_0473_ls,3,6,-12.2790204830325,2,6
train_0474_ls,3,6,-6.48887065033942,2,6
train_0475_ls,3,6,-21.7304126192319,2,6
train_0476_ls,3,6,-13.7574095857464,2,6
train_0477_ls,3,6,-20.2658222616153,2,6
train_0478_ls,3,6,-20.9562777756074,2,6
train_0479_ls,2,6,-1.28818257252794,2,6
train_0480_ls,2,6,-17.8790651910967,2,6
train_0481_ls,2,6,-5.77119659922566,2,6
train_0482_ls,2,2,4.68539618606215,2,6
train_0483_ls,2,6,-2.85254423810741,2,6
train_0484_ls,2,6,-12.0679480077618,2,6
train_0485_ls,2,2,2.48426369691256,2,6
train_0486_ls,2,6,-3.16694556086033,2,6
train_0487_ls,2,6,-13.4644389037744,2,6
train_0488_ls,2,6,-17.6202322168448,2,6
train_0489_ls,2,6,-7.59357585326612,2,6
train_0490_ls,2,6,-9.64214905486012,2,6
train_0491_ls,2,6,-40.57849281172,2,6
train_0492_ls,2,6,-45.2276269824333,2,6
train_0493_ls,2,6,-41.6556073016398,2,6
train_0494_ls,2,6,-42.6137958195071,2,6
train_0495_ls,2,6,-42.7083504531119,2,6
train_0496_ls,2,6,-44.0263037692551,2,6
train_0497_ls,2,6,-47.9965299807444,2,6
train_0498_ls,2,6,-43.1443073888748,2,6
train_0499_ls,2,6,-45.2277940253153,2,6
train_0500_ls,2,6,-49.3777800518792,2,6
train_0501_ls,2,2,12.7369942790623,2,6
train_0502_ls,2,6,-3.88005360198597,2,6
train_0503_ls,2,2,9.65473093355623,2,6
train_0504_ls,2,6,-16.539531196646,2,6
train_0505_ls,2,6,-4.29815017502325,2,6
train_0506_ls,2,2,1.85764239994232,2,6
train_0507_ls,2,2,0.366491260655571,2,6
train_0508_ls,2,6,-4.72378922373384,2,6
train_0509_ls,2,6,-2.56019548078974,2,6
train_0510_ls,2,6,-15.7686140960447,2,6
train_0511_ls,2,6,-3.17558919008457,2,6
train_0512_ls,2,6,-7.57946391826377,2,6
train_0513_ls,2,6,-14.607304714782,2,6
train_0514_ls,2,6,-9.79891604428847,2,6
train_0515_ls,2,6,-27.3688535651182,2,6
train_0516_ls,2,6,-14.0799775050154,2,6
train_0517_ls,2,6,-39.7916679695761,2,6
train_0518_ls,2,6,-31.7509591739473,2,6
train_0519_ls,2,6,-18.4535194920168,2,6
train_0520_ls,2,6,-28.1802556943385,2,6
train_0521_ls,2,6,-43.0861386411485,2,6
train_0522_ls,2,6,-31.7246382890519,2,6
train_0523_ls,2,6,-42.5256489361234,2,6
train_0524_ls,2,6,-21.004227845222,2,6
train_0525_ls,2,6,-43.2345527266419,2,6
train_0526_ls,2,6,-27.9975305832148,2,6
train_0527_ls,2,6,-41.1924630784823,2,6
train_0528_ls,2,6,-39.6557572613605,2,6
train_0529_ls,2,6,-34.1578173182375,2,6
train_0530_ls,2,6,-40.2544626699434,2,6
train_0531_ls,2,6,-32.8034352573296,2,6
train_0532_ls,2,6,-50.299777588418,2,6
train_0533_ls,2,6,-40.922301612943,2,6
train_0534_ls,2,6,-37.8188440094575,2,6
train_0535_ls,2,6,-46.8912031668436,2,6
train_0536_ls,2,6,-38.3760489534287,2,6
train_0537_ls,2,6,-38.722829702188,2,6
train_0538_ls,2,6,-50.0824608919064,2,6
train_0539_ls,3,5,-28.6967526554927,1,5
train_0540_ls,3,5,-28.2301386814328,1,5
train_0541_ls,3,5,-25.9807669663505,1,5
train_0542_ls,3,5,-26.6652841699454,1,5
train_0543_ls,3,5,-47.9128979023754,1,5
train_0544_ls,3,5,-46.3457280065763,1,5
train_0545_ls,3,5,-46.0768426441054,1,5
train_0546_ls,3,5,-30.4685545204934,1,5
train_0547_ls,3,5,-26.7223952504384,1,5
train_0548_ls,3,5,-37.6000111246235,1,5
train_0549_ls,3,5,-20.1297957779847,1,5
train_0550_ls,3,5,-28.4675735827005,1,5
train_0551_ls,3,5,-25.1852725788155,1,5
train_0552_ls,3,5,-38.9762317702161,1,5
train_0553_ls,3,5,-44.0766661736539,1,5
train_0554_ls,3,5,-50.2324052220425,1,5
train_0555_ls,3,5,-39.2493613554959,1,5
train_0556_ls,3,5,-42.8408995301772,1,5
train_0557_ls,3,5,-49.5869031061885,1,5
train_0558_ls,3,5,-48.4176098592193,1,5
train_0559_ls,3,5,-51.8080207679944,1,5
train_0560_ls,3,5,-58.5962234148889,1,5
train_0561_ls,3,5,-34.6012367849846,1,5
train_0562_ls,3,5,-41.671463713008,1,5
train_0563_ls,3,5,-50.7273666854501,1,5
train_0564_ls,3,5,-52.5362830374649,1,5
