refcode,total_charge,multiplicity,HOMO_eV,LUMO_eV,gap_eV
train_0085_ls,3,1,-16.4982633465739,-11.4668780706684,5.0313852759055
train_0085_hs,3,5,-15.9866892893158,-13.4505881118447,2.53610117747103
train_0086_ls,3,1,-19.9976475893075,-14.0710077132003,5.92663987610719
train_0086_hs,3,5,-18.6751742285232,-16.2451974565472,2.429976771976
train_0087_ls,3,1,-20.2942516969731,-14.0057003867418,6.28855131023127
train_0087_hs,3,5,-19.0534124942619,-16.4846576535617,2.56875484070027
train_0088_ls,3,1,-18.2397920521334,-13.7798458827396,4.45994616939379
train_0088_hs,3,5,-17.4533829960292,-15.5077688952869,1.94561410074226
train_0089_ls,3,1,-21.8235315915425,-16.1145828036303,5.70894878791225
train_0089_hs,3,5,-21.3990339695624,-18.6969433373427,2.70209063221967
train_0090_ls,3,1,-26.4902842947215,-21.39631283096,5.09397146376155
train_0090_hs,3,5,-25.6984329614124,-23.352811486112,2.34562147530046
train_0091_ls,3,1,-19.5677076901225,-13.932229644476,5.63547804564645
train_0091_hs,3,5,-19.0180376924303,-16.4764942377544,2.5415434546759
train_0092_ls,3,1,-17.7527082422972,-12.7512554910185,5.0014527512787
train_0092_hs,3,5,-17.5703919559339,-14.6614947899291,2.90889716600486
train_0093_ls,3,1,-18.5173481895819,-13.6002507349787,4.91709745460316
train_0093_hs,3,5,-17.3880756695707,-14.879185878124,2.50888979144666
train_0094_ls,3,1,-20.2670403109487,-16.0383909227621,4.22864938818667
train_0094_hs,3,5,-19.4915158092543,-17.7908041827313,1.70071162652295
train_0095_ls,3,1,-18.449319724521,-13.0505807372865,5.39873898723446
train_0095_hs,3,5,-16.5907820590567,-14.7240809777851,1.86670108127159
train_0096_ls,3,1,-20.2915305583707,-14.6370045425071,5.65452601586351
train_0096_hs,3,5,-18.2724457153626,-16.2615242881619,2.01092142720074
train_0097_ls,3,1,-17.4914789364633,-14.922724095763,2.56875484070027
train_0097_hs,3,5,-17.0751447302904,-16.4084657726934,0.666678957596997
train_0098_ls,2,1,-14.5526492458316,-12.6097562836918,1.94289296213982
train_0098_hs,2,5,-12.922687222972,-11.0940820821345,1.82860514083748
train_0099_ls,2,1,-12.2287968793506,-9.34438996076771,2.88440691858293
train_0099_hs,2,5,-11.9457984646972,-8.5579809046635,3.38781756003372
train_0100_ls,2,1,-12.6832270259576,-10.3076730260303,2.37555399992726
train_0100_hs,2,5,-11.9675675735167,-9.94304045330379,2.02452712021292
train_0101_ls,2,1,-13.4043287556033,-10.5008738668033,2.90345488879998
train_0101_hs,2,5,-13.2002433604205,-9.15391025859714,4.04633310182341
train_0102_ls,2,1,-12.8845912825379,-10.8437373307103,2.04085395182754
train_0102_hs,2,5,-12.236960295158,-9.77160872135028,2.46535157380767
train_0103_ls,2,1,-10.3457689664644,-6.83822130792349,3.50754765854094
train_0103_hs,2,5,-10.8573430237225,-6.85454813953811,4.00279488418442
train_0104_ls,2,1,-17.5567862629217,-14.0900556834174,3.46673057950438
train_0104_hs,2,5,-17.7418236878874,-14.1118247922369,3.62999889565059
train_0105_ls,2,1,-12.5743814818601,-8.95254600201682,3.62183547984328
train_0105_hs,2,5,-12.9988791038402,-8.71852808220727,4.28035102163297
train_0106_ls,2,1,-12.8818701439355,-9.3879281784067,3.49394196552876
train_0106_hs,2,5,-13.3716750923741,-9.51037941551635,3.86129567685771
train_0107_ls,2,1,-10.3974705999107,-7.8613694224397,2.53610117747103
train_0107_hs,2,5,-10.0763762448232,-7.17564249462564,2.90073375019755
train_0108_ls,2,1,-13.86964345662,-10.9416983203981,2.92794513622192
train_0108_hs,2,5,-13.0750709847085,-10.1580104028963,2.91706058181217
train_0109_ls,2,1,-13.0369750442743,-11.1131300523516,1.92384499192277
train_0109_hs,2,5,-12.3322001462432,-10.2886250558133,2.04357509042998
train_0110_ls,2,1,-13.6737214772445,-11.7580399011291,1.91568157611545
train_0110_hs,2,5,-13.3907230625911,-11.0995243593394,2.29119870325172
train_0111_ls,2,1,-14.4029866226976,-11.115851190954,3.28713543174356
train_0111_hs,2,5,-13.956719891898,-11.0777552505199,2.87896464137805
train_0112_ls,3,2,-20.4194240726852,-16.362206416452,4.05721765623316
train_0112_hs,3,4,-21.222159960404,-15.4206924600089,5.8014675003951
train_0113_ls,3,2,-15.9513144874841,-11.7226650992974,4.22864938818667
train_0113_hs,3,4,-16.2778511197765,-10.7784300042519,5.49942111552462
train_0114_ls,3,2,-20.5282696167826,-16.3649275550545,4.16334206172819
train_0114_hs,3,4,-21.2466502078259,-15.3717119651651,5.87493824266089
train_0115_ls,3,2,-25.8644224161611,-21.4371299099965,4.42729250616455
train_0115_hs,3,4,-26.0957191973682,-20.5854135274338,5.51030566993437
train_0116_ls,3,2,-23.2983887140632,-20.5854135274338,2.71297518662941
train_0116_hs,3,4,-23.028995992422,-20.5772501116265,2.45174588079549
train_0117_ls,3,2,-19.4697467004348,-15.3689908265626,4.10075587387215
train_0117_hs,3,4,-19.9132922926319,-14.9907525608239,4.92253973180804
train_0118_ls,3,2,-20.9935843177993,-17.2139227990147,3.77966151878461
train_0118_hs,3,4,-20.966372931775,-16.5771763660445,4.38919656573044
train_0119_ls,3,2,-17.8724383408044,-14.6669370671339,3.20550127367046
train_0119_hs,3,4,-17.8289001231654,-14.3458427120464,3.48305741111901
train_0120_ls,3,2,-17.2765089868708,-15.178511124392,2.09799786247872
train_0120_hs,3,4,-17.2765089868708,-14.8519744920996,2.42453449477112
train_0121_ls,2,1,-15.0778289961019,-7.87769625405432,7.20013274204757
train_0121_hs,2,5,-13.8941337040419,-10.1226356010646,3.7714981029773
train_0122_ls,2,1,-15.58940305336,-9.98929980954521,5.60010324381478
train_0122_hs,2,5,-14.0954979606222,-10.9553040134103,3.14019394721198
train_0123_ls,2,1,-12.792072570055,-7.92123447169331,4.87083809836174
train_0123_hs,2,5,-10.8491796079152,-8.41648169733679,2.43269791057843
train_0124_ls,2,1,-10.6478153513349,-6.17426348892893,4.47355186240598
train_0124_hs,2,5,-10.5716234704667,-6.38107002271412,4.19055344775256
train_0125_ls,2,1,-12.8274473718867,-6.83005789211618,5.99738947977054
train_0125_hs,2,5,-12.8628221737184,-8.55525976606106,4.30756240765733
train_0126_ls,2,1,-13.676442615847,-7.44775635486931,6.22868626097766
train_0126_hs,2,5,-13.7172596948835,-9.40697614862376,4.31028354625977
train_0127_ls,2,1,-13.5839239033641,-7.61646694822039,5.96745695514374
train_0127_hs,2,5,-13.4696360820618,-9.17567936741664,4.29395671464515
train_0128_ls,2,1,-14.7512923638095,-8.46001991497578,6.29127244883371
train_0128_hs,2,5,-14.0111426639467,-9.97297297793059,4.0381696860161
train_0129_ls,2,1,-19.4534198688201,-13.2437815780595,6.2096382907606
train_0129_hs,2,5,-18.5581652686185,-14.4519671175414,4.10619815107702
train_0130_ls,2,1,-13.9512776146931,-9.2246598622605,4.72661775243259
train_0130_hs,2,5,-12.9498986089964,-9.76888758274784,3.18101102624853
train_0131_ls,2,1,-12.0981822264337,-7.84776372942751,4.25041849700616
train_0131_hs,2,5,-11.5784447533683,-7.41238155303764,4.16606320033063
train_0132_ls,2,1,-18.9717783361888,-13.4070498942057,5.5647284419831
train_0132_hs,2,5,-18.3676855664479,-14.168968702888,4.19871686355987
train_0133_ls,2,1,-14.0900556834174,-8.44641422196359,5.64364146145377
train_0133_hs,2,5,-13.888691426837,-9.56208104896265,4.32661037787439
train_0134_ls,2,1,-15.3145680545139,-9.57024446476996,5.74432358974392
train_0134_hs,2,5,-15.1050403821263,-10.7376129252153,4.36742745691094
train_0135_ls,2,1,-14.0084215253443,-8.72941263661701,5.27900888872725
train_0135_hs,2,5,-13.7417499423055,-9.41513956443106,4.32661037787439
train_0136_ls,2,1,-14.0002581095369,-9.39337045561157,4.60688765392537
train_0136_hs,2,5,-13.8097784073664,-9.7661664441454,4.04361196322097
train_0137_ls,2,1,-11.0614284189053,-6.56882858628225,4.49259983262303
train_0137_hs,2,5,-10.3131153032352,-7.4912945725083,2.82182073072688
train_0138_ls,2,1,-13.5839239033641,-7.87497511545188,5.70894878791225
train_0138_hs,2,5,-12.6179196994991,-9.39064931700914,3.22727038248995
train_0139_ls,2,1,-14.1526418712734,-10.3403266892596,3.81231518201385
train_0139_hs,2,5,-13.9594410305004,-11.2301390122564,2.72930201824403
train_0140_ls,2,1,-11.3008886159197,-7.40149699862789,3.89939161729183
train_0140_hs,2,5,-11.5811658919707,-8.0545702632127,3.526595628758
train_0141_ls,2,1,-16.6179934450811,-13.3988864783984,3.21910696668265
train_0141_hs,2,5,-16.1118616650278,-13.9159028128614,2.19595885216644
train_0142_ls,2,1,-15.2737509754773,-10.0682128290159,5.20553814646145
train_0142_hs,2,5,-14.8193208288704,-11.1811585174125,3.6381623114579
train_0143_ls,2,1,-13.3145311817229,-9.0178533284753,4.29667785324759
train_0143_hs,2,5,-13.2682718254815,-9.9512038691111,3.31706795637037
train_0144_ls,2,1,-13.8778068724273,-9.78521441436246,4.09259245806483
train_0144_hs,2,5,-13.4451458346399,-10.7267283708056,2.71841746383429
train_0145_ls,2,1,-14.9798680064142,-12.449209106148,2.53065890026615
train_0145_hs,2,5,-14.019306079754,-11.9104236628655,2.10888241688846
train_0146_ls,3,2,-20.8167103086409,-16.9363666615662,3.88034364707477
train_0146_hs,3,6,-20.3813281322511,-17.1186829479294,3.26264518432163
train_0147_ls,3,2,-20.1908484300805,-16.1526787440644,4.0381696860161
train_0147_hs,3,6,-17.9649570532873,-15.6873640430477,2.27759301023954
train_0148_ls,3,2,-16.1608421598717,-11.9594041577094,4.2014380021623
train_0148_hs,3,6,-15.9295453786646,-12.879149005333,3.05039637333157
train_0149_ls,3,2,-19.3745068493495,-14.6288411266998,4.74566572264965
train_0149_hs,3,6,-18.7078278917525,-15.6111721621795,3.09665572957299
train_0150_ls,3,2,-19.4370930372055,-14.9880314222215,4.44906161498405
train_0150_hs,3,6,-18.9908263064059,-15.8070941415549,3.18373216485097
train_0151_ls,3,2,-18.1826481414822,-14.5145533053975,3.66809483608471
train_0151_hs,3,6,-17.4615464118365,-14.9009549869435,2.56059142489296
train_0152_ls,3,2,-21.0779396144749,-17.1322886409416,3.94565097353325
train_0152_hs,3,6,-21.4044762467673,-17.5731130945364,3.83136315223091
train_0153_ls,3,2,-26.2807566223339,-21.994963323496,4.28579329883784
train_0153_hs,3,6,-25.6031931103271,-22.4956528263444,3.10754028398274
train_0154_ls,3,2,-18.8955864553206,-15.2710298368749,3.62455661844572
train_0154_hs,3,6,-18.9717783361888,-15.5404225585161,3.43135577767271
train_0155_ls,3,2,-20.0275801139343,-16.0792080017986,3.94837211213569
train_0155_hs,3,6,-19.8615906591857,-16.5962243362616,3.26536632292407
train_0156_ls,3,2,-17.9595147760824,-15.869680329411,2.08983444667141
train_0156_hs,3,6,-16.8438479490833,-16.3839755252715,0.459872423811806
train_0157_ls,3,2,-17.932303390058,-13.8750857338249,4.05721765623316
train_0157_hs,3,6,-16.6234357222859,-14.1471995940685,2.47623612821742
train_0158_ls,3,2,-17.0125585424344,-13.8397109319932,3.17284761044122
train_0158_hs,3,6,-16.3567641392472,-14.0329117727662,2.32385236648096
train_0159_ls,3,2,-19.56498655152,-15.3771542423699,4.18783230915012
train_0159_hs,3,6,-18.3023782399894,-15.5866819147576,2.71569632523185
train_0160_ls,3,2,-16.9499723545784,-14.3322370190342,2.61773533554413
train_0160_hs,3,6,-16.3594852778496,-14.2832565241904,2.07622875365922
train_0161_ls,2,2,-14.0111426639467,-10.8845544097469,3.1265882541998
train_0161_hs,2,6,-14.1852955345026,-9.18384278322395,5.0014527512787
train_0162_ls,2,2,-14.6315622653023,-12.3594115322676,2.27215073303466
train_0162_hs,2,6,-14.08189226761,-10.2967884716206,3.78510379598948
train_0163_ls,2,2,-11.9185870786729,-7.39333358282058,4.52525349585227
train_0163_hs,2,6,-13.1022823707328,-7.46408318648393,5.63819918424889
train_0164_ls,2,2,-12.2097489091336,-7.69537996769106,4.51436894144253
train_0164_hs,2,6,-13.1675896971913,-7.74708160113736,5.42050809605395
train_0165_ls,2,2,-12.3376424234481,-8.78111427006331,3.5565281533848
train_0165_hs,2,6,-13.2301758850474,-8.36205892528805,4.8681169597593
train_0166_ls,2,2,-12.6124774222942,-10.0709339676183,2.5415434546759
train_0166_hs,2,6,-12.8981969755501,-9.58112901917971,3.31706795637037
train_0167_ls,2,2,-13.6710003386421,-9.90766565147211,3.76333468716999
train_0167_hs,2,6,-15.1050403821263,-8.9062866457754,6.19875373635086
train_0168_ls,2,2,-12.9526197475988,-10.405634015718,2.54698573188077
train_0168_hs,2,6,-13.6247409824007,-9.27364035710436,4.35110062529632
train_0169_ls,2,2,-11.3362634177514,-7.70082224489593,3.63544117285547
train_0169_hs,2,6,-12.7811880156453,-7.44775635486931,5.33343166077598
train_0170_ls,2,2,-13.2709929640839,-8.32396298485394,4.94702997922997
train_0170_hs,2,6,-14.7050330075681,-7.98109952094691,6.72393348662115
train_0171_ls,2,2,-13.2111279148303,-8.57158659767568,4.63954131715462
train_0171_hs,2,6,-14.1852955345026,-8.84642159652179,5.33887393798085
train_0172_ls,2,2,-13.4859629136764,-9.19200619903126,4.29395671464515
train_0172_hs,2,6,-13.6655580614372,-9.2246598622605,4.44089819917673
train_0173_ls,2,2,-10.3784226296937,-7.15115224720371,3.22727038248996
train_0173_hs,2,6,-10.3239998576449,-6.96611482223802,3.35788503540692
train_0174_ls,2,2,-12.6451310855235,-9.14846798139227,3.49666310413119
train_0174_hs,2,6,-12.6478522241259,-8.57158659767568,4.07626562645021
train_0175_ls,2,2,-13.4179344486155,-10.0056266411598,3.41230780745565
train_0175_hs,2,6,-12.8764278667306,-8.94982486341439,3.92660300331619
train_0176_ls,2,2,-12.5961505906796,-9.24098669387512,3.35516389680448
train_0176_hs,2,6,-12.3049887602189,-8.81376793329255,3.49122082692632
train_0177_ls,2,2,-13.3662328151692,-10.0273957499793,3.33883706518986
train_0177_hs,2,6,-12.8492164807062,-9.50221599970904,3.34700048099717
train_0178_ls,2,2,-13.8723645952224,-10.1852217889207,3.68714280630176
train_0178_hs,2,6,-13.9594410305004,-9.61378268240895,4.34565834809145
train_0179_ls,2,2,-14.6669370671339,-11.932192771685,2.73474429544891
train_0179_hs,2,6,-13.8533166250054,-11.2219755964491,2.63134102855631
train_0180_ls,2,2,-13.028811628467,-10.8001991130714,2.22861251539568
train_0180_hs,2,6,-12.9526197475988,-10.0654916904134,2.88712805718536
train_0181_ls,2,2,-13.7771247441371,-11.2763983684978,2.50072637563935
train_0181_hs,2,6,-13.932229644476,-10.5063161440082,3.42591350046784
train_0182_ls,2,2,-14.4791785035658,-10.1144721852573,4.36470631830851
train_0182_hs,2,6,-14.7431289480022,-10.2614136697889,4.48171527821329
train_0183_ls,2,2,-12.8056782630672,-8.9062866457754,3.89939161729183
train_0183_hs,2,6,-12.7240441049941,-8.84370045791935,3.88034364707477
